"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EF05630","8/15/2024 5:44:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","AXTON RD            ","","4.500","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EF08203","8/16/2024 2:37:00 AM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","PORTAL WAY          ","","263.460","N","N","Clear","Dark-No Street Lights","Fatal Collision","","Concrete/Jersey Barrier","Y","N","2","Y","N","N","0","0"
"EF08203","8/16/2024 2:37:00 AM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","PORTAL WAY          ","","263.460","N","N","Clear","Dark-No Street Lights","Fatal Collision","","Concrete/Jersey Barrier","N","N","2","Y","N","N","0","0"
"EF07024","8/16/2024 2:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","MERIDIAN STREET     ","","255.700","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EF06054","8/16/2024 5:15:00 PM","Whatcom","Blaine","State Road","State Patrol","I5                  ","HUGHES AVE          ","","274.300","N","N","Clear","Daylight","No Injury Collision","","Deer","Y","N","1","N","N","N","0","0"
"EF06056","8/17/2024 3:53:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","SR 547              ","","23.800","N","N","Clear","Daylight","Serious Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EF07535","8/17/2024 11:07:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","","","19.000","N","N","Other","Dark-No Street Lights","No Injury Collision","","Tree or Stump","Y","N","1","Y","N","N","0","0"
"EF11088","8/18/2024 3:30:00 AM","Whatcom","Everson","State Road","State Patrol","STATE ROUTE 544     ","EVERSON GOSHEN ROAD ","","5.000","N","N","Raining","Unknown","No Injury Collision","","Signs, Trees, fence","Y","N","1","N","N","N","0","0"
"EF09292","8/18/2024 1:29:00 PM","Whatcom","Sumas","State Road","State Patrol","STATE ROUTE 547     ","EAGLE ROOST DR      ","","7.800","N","N","Overcast","Daylight","Minor Injury Collision","","Earth Bank or Ledge","Y","N","1","Y","N","N","0","0"
"EF11091","8/19/2024 3:32:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","NORTH LAKE SAMISH   ","","246.400","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","5","Y","N","N","0","0"
"EF07533","8/19/2024 4:23:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","253.280","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF09291","8/20/2024 10:43:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","W BAKERVIEW ROAD    ","","258.100","N","N","Clear","Daylight","No Injury Collision","","","Y","N","1","Y","N","N","0","0"
"EF07720","8/21/2024 2:53:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","MISSION ROAD        ","","5.900","N","N","Overcast","Daylight","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EF07720","8/21/2024 2:53:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","MISSION ROAD        ","","5.900","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF10455","8/21/2024 7:28:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","","","51.280","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","Metal Sign Post","Y","N","1","N","N","N","0","0"
"EF10455","8/21/2024 7:28:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","","","51.280","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","Metal Sign Post","N","N","1","N","N","N","0","0"
"EF08092","8/21/2024 10:23:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.800","N","N","Raining","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF08256","8/23/2024 7:06:00 AM","Whatcom","Concrete","State Road","State Patrol","STATE ROUTE 20      ","NEWHALEM STREET     ","","117.900","N","N","Overcast","Daylight","No Injury Collision","","Deer","Y","N","1","N","N","N","0","0"
"EF11114","8/23/2024 1:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","MERIDIAN STREET     ","","256.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EF08093","8/23/2024 10:00:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 547              ","BISHOP RD           ","","7.300","N","N","Raining","Dark-No Street Lights","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EF11089","8/24/2024 5:16:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","264.000","N","N","Raining","Dark-No Street Lights","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF15929","8/24/2024 12:02:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","255.250","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF08751","8/24/2024 8:54:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","SR 544              ","","7.500","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF08752","8/25/2024 12:47:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SUNSET DR           ","","254.600","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF08753","8/25/2024 1:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 9                ","DORAN RD.           ","","67.500","N","N","Clear","Daylight","No Injury Collision","","Utility Pole","N","N","1","N","N","N","0","0"
"EF08753","8/25/2024 1:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 9                ","DORAN RD.           ","","67.500","N","N","Clear","Daylight","No Injury Collision","","Utility Pole","Y","N","1","N","N","N","0","0"
"EF11095","8/25/2024 5:27:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","W SMITH ROAD        ","","8.700","N","N","Clear","Daylight","No Injury Collision","","Deer","Y","N","1","Y","N","N","0","0"
"EF11094","8/25/2024 8:08:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","D STREET            ","","276.000","N","N","Clear","Daylight","No Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EF11094","8/25/2024 8:08:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","D STREET            ","","276.000","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","Y","N","N","0","0"
"EF11096","8/26/2024 5:03:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 539     ","RIVER RD            ","","9.700","N","Y","Raining","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EF11097","8/26/2024 10:30:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 539     ","MAIN ST             ","","11.500","N","N","Raining","Dark-No Street Lights","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF10456","8/27/2024 8:00:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.600","N","N","Clear","Daylight","No Injury Collision","","Two DOT signs","Y","N","2","Y","Y","N","0","0"
"EF10821","8/27/2024 2:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NULLE RD            ","","242.800","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","4","Y","N","N","0","0"
"EF09326","8/27/2024 3:34:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","TEN MILE ROAD       ","","6.100","N","Y","Clear","Daylight","Unknown Injury Collision","","Yield Sign","Y","Y","1","N","N","N","0","0"
"EF12654","8/27/2024 4:47:00 PM","Whatcom","Ferndale","State Road","State Patrol","INTERSTATE 5        ","PORTAL WAY          ","","263.100","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF15932","8/27/2024 8:24:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 539     ","W WISER LAKE RD     ","","8.300","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF09556","8/28/2024 6:43:00 AM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","OLSON RD            ","","1.930","N","Y","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF09557","8/28/2024 7:29:00 AM","Whatcom","Everson","State Road","State Patrol","SR 544              ","EVERSON GOSHEN RD   ","","5.100","N","N","Overcast","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EF10822","8/28/2024 3:48:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","LINE RD             ","1271  ","","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EF11115","8/28/2024 4:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST.            ","","253.910","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EF11115","8/28/2024 4:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST.            ","","253.910","N","N","Clear","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF12653","8/29/2024 6:23:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTHWEST DR        ","","257.150","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EF12887","8/29/2024 9:45:00 PM","Whatcom","Concrete","State Road","State Patrol","SR 20               ","CANYON CR TR        ","","140.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","Rock in roadway","Y","N","1","Y","N","N","0","0"
"EF10457","8/30/2024 7:38:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.500","N","Y","Clear","Daylight","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EF12656","8/30/2024 7:28:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH RD    ","","245.900","N","N","Clear","Dusk","No Injury Collision","","Street Light Pole","Y","N","1","N","N","N","0","0"
"EF11117","8/30/2024 10:19:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN RD ","","269.000","N","N","Clear","Dark - Unknown Lighting","No Injury Collision","","Tire","Y","N","1","Y","N","N","0","0"
"EF12657","8/31/2024 11:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","N LAKE SAMISH       ","","246.500","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","Roadway Ditch","Y","N","3","Y","N","N","0","0"
"EF11244","9/2/2024 4:51:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","RIVER ROAD          ","","9.670","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF11967","9/3/2024 11:57:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","248.500","N","N","Clear","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EF13145","9/3/2024 2:29:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 11               ","WHITECAP RD         ","","15.410","N","N","Clear","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EF11968","9/3/2024 3:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DRIVE        ","","254.900","N","N","Clear","Daylight","No Injury Collision","","Jersey Barrier","Y","N","1","N","N","N","0","0"
"EF11968","9/3/2024 3:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DRIVE        ","","254.900","N","N","Clear","Daylight","No Injury Collision","","Jersey Barrier","N","N","1","N","N","N","0","0"
"EF15934","9/3/2024 5:35:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.700","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EF15933","9/4/2024 4:58:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.700","N","N","Clear","Daylight","Serious Injury Collision","","","Y","N","4","N","Y","N","0","0"
"EF12658","9/6/2024 9:00:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NULLE ROAD          ","","243.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF14134","9/8/2024 2:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SR 9                ","","14.700","N","N","Clear","Daylight","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF13720","9/8/2024 3:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","EXCELSIOR FS RD     ","","40.100","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF15930","9/8/2024 7:22:00 PM","Whatcom","Everson","State Road","State Patrol","STATE ROUTE 544     ","NOON ROAD           ","","3.700","N","N","Clear","Dusk","No Injury Collision","","Metal Sign Post","Y","N","1","N","N","N","0","0"
"EF15925","9/9/2024 4:52:00 PM","Whatcom","Ferndale","State Road","State Patrol","INTERSTATE 5        ","PORTAL WAY          ","","263.100","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","N","N","N","0","0"
"EF13721","9/10/2024 6:00:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW RD        ","","258.000","N","N","Clear","Dark-Street Lights On","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF15015","9/10/2024 8:40:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","IOWA ST             ","","253.000","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EF14135","9/10/2024 12:39:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.500","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF14565","9/11/2024 8:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 9                ","WILLIAMS LAKE RD    ","","77.900","N","N","Raining","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EF16125","9/11/2024 2:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","E LAUREL RD         ","","5.000","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF14564","9/12/2024 12:10:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","SMITH ROAD OVERPASS ","","261.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF17113","9/12/2024 1:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","254.800","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF16232","9/12/2024 2:29:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","BELL CREEK RD       ","","17.370","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","3","N","N","N","0","0"
"EF15937","9/13/2024 5:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","E SUNSET DRIVE      ","","254.500","N","N","Raining","Daylight","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EF15937","9/13/2024 5:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","E SUNSET DRIVE      ","","254.500","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF16231","9/13/2024 9:51:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","EVERSON GOSHEN ROAD ","","4.000","N","Y","Raining","Dark - Unknown Lighting","No Injury Collision","","Metal Sign Post","N","N","2","Y","Y","N","0","0"
