"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EC03091","12/19/2021 7:44:00 PM","Whatcom","Everson","State Road","State Patrol","SR 544              ","NOON RD             ","","3.100","N","N","Severe Crosswind","Dark-No Street Lights","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EC09168","12/20/2021 2:48:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO                ","","254.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC09327","12/20/2021 2:49:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","TELEGRAPH RD        ","","1.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC03253","12/20/2021 3:17:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DRIVE        ","","255.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC29094","12/20/2021 3:48:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA                ","","253.790","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC09165","12/20/2021 8:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTH LAKE SAMISH RD","","246.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC09170","12/21/2021 6:11:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SR-11               ","","249.000","N","N","Sleet or Hail or Freezing Rain","Dark-Street Lights Off","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC09170","12/21/2021 6:11:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SR-11               ","","249.000","N","N","Sleet or Hail or Freezing Rain","Dark-Street Lights Off","No Injury Collision","","Guardrail","N","N","1","N","N","N","0","0"
"EC12419","12/21/2021 6:21:00 AM","Whatcom","","State Road","State Patrol","SB I-5              ","SR 11               ","","250.000","N","N","Sleet or Hail or Freezing Rain","Dawn","No Injury Collision","","Earth Bank or Ledge","Y","N","2","N","N","N","0","0"
"EC03547","12/21/2021 6:26:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","246.230","N","N","Overcast","Dark-No Street Lights","Unknown Injury Collision","","DIRT EMBANKMENT","Y","N","1","N","N","N","0","0"
"EC04290","12/21/2021 6:26:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","246.230","N","N","Overcast","Dark-No Street Lights","Fatal Collision","","NONE","Y","N","3","N","N","N","1","0"
"EC04290","12/21/2021 6:26:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","246.230","N","N","Overcast","Dark-No Street Lights","Fatal Collision","","NONE","N","N","3","N","N","N","1","0"
"EC05246","12/21/2021 6:46:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","249.000","N","N","Raining","Dark-No Street Lights","Serious Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EC03394","12/21/2021 7:00:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","248.620","N","N","Raining","Dark-No Street Lights","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EC09324","12/21/2021 7:19:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","249.000","N","N","Raining","Dark-No Street Lights","No Injury Collision","","Tree or Stump","Y","N","1","Y","N","N","0","0"
"EC05259","12/21/2021 1:32:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","256.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC09166","12/21/2021 3:29:00 PM","Whatcom","Sumas","State Road","State Patrol","SR-9                ","SR-546              ","","94.000","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Sign/Power Pole","N","N","1","N","N","N","0","0"
"EC09166","12/21/2021 3:29:00 PM","Whatcom","Sumas","State Road","State Patrol","SR-9                ","SR-546              ","","94.000","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Sign/Power Pole","Y","N","1","N","N","N","0","0"
"EC09323","12/21/2021 3:47:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","BEEBE RD            ","","9.400","N","N","Raining","Dark-Street Lights On","No Injury Collision","","","Y","N","6","N","N","N","0","0"
"EC07136","12/21/2021 4:10:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.900","N","N","Sleet or Hail or Freezing Rain","Dusk","Fatal Collision","","Guardrail","Y","N","3","N","N","N","0","0"
"EC09171","12/21/2021 4:14:00 PM","Whatcom","Ferndale","State Road","State Patrol","INTERSTATE 5        ","MAIN ST             ","","263.100","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC09175","12/21/2021 4:41:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","RIVER ROAD          ","","9.400","N","N","Sleet or Hail or Freezing Rain","Dark-No Street Lights","No Injury Collision","","Concrete/Jersey Barrier","Y","N","2","N","N","N","0","0"
"EC09167","12/21/2021 4:48:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR-548              ","VALLEY VIEW         ","","3.000","N","N","Sleet or Hail or Freezing Rain","Dark-No Street Lights","No Injury Collision","","Ditch","Y","N","2","N","N","N","0","0"
"EC09181","12/21/2021 5:46:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 547              ","HILLVIEW RD         ","","8.900","N","Y","Sleet or Hail or Freezing Rain","Dark-No Street Lights","Minor Injury Collision","","Guardrail","N","N","2","N","N","N","0","0"
"EC09181","12/21/2021 5:46:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 547              ","HILLVIEW RD         ","","8.900","N","Y","Sleet or Hail or Freezing Rain","Dark-No Street Lights","Minor Injury Collision","","Guardrail","Y","N","2","N","N","N","0","0"
"EC09173","12/23/2021 6:18:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR-9                ","ACME CITY LIMITS    ","","71.000","N","N","Overcast","Dark-No Street Lights","Unknown Injury Collision","","DITCH","Y","N","1","N","N","N","0","0"
"EC09325","12/23/2021 7:58:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","MITCHELL AVE        ","","275.000","N","N","Clear","Dawn","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC09179","12/23/2021 8:02:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR-542              ","WELLS CK RD         ","","41.000","N","N","Snowing","Daylight","No Injury Collision","","Earth Bank or Ledge/Rock Wall","Y","N","1","Y","N","N","0","0"
"EC09326","12/23/2021 10:41:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.500","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC09176","12/23/2021 12:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR-542              ","MT BAKER SCENIC VP  ","","29.000","N","N","Overcast","Daylight","Unknown Injury Collision","","POWER POLE/DITCH","Y","N","1","N","N","N","0","0"
"EC09172","12/25/2021 3:29:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","255.400","N","N","Overcast","Dark-Street Lights On","Minor Injury Collision","","FOOD SIGN","Y","N","1","N","N","N","0","0"
"EC05242","12/25/2021 7:30:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","STRAND RD           ","","75.900","N","N","Clear","Dawn","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC05241","12/25/2021 8:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST             ","","253.750","N","N","Snowing","Daylight","No Injury Collision","","metal fence post","Y","N","1","N","N","N","0","0"
"EC05243","12/25/2021 3:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","250.700","N","N","Snowing","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC06834","12/25/2021 4:53:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","MAIN STREET         ","","12.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC06834","12/25/2021 4:53:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","MAIN STREET         ","","12.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EC09177","12/25/2021 7:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","ALGER               ","","241.000","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Embankment","Y","N","1","N","N","N","0","0"
"EC09330","12/26/2021 2:10:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","NORTHWOOD RD        ","","3.530","N","Y","Snowing","Daylight","No Injury Collision","","Fence","Y","N","2","N","N","N","0","0"
"EC09180","12/27/2021 6:04:00 AM","Whatcom","Sedro-Woolley","State Road","State Patrol","SR 9                ","DORAN RD            ","","69.500","N","N","Clear","Unknown","No Injury Collision","","road sign, fence","N","Y","1","N","N","N","0","0"
"EC09180","12/27/2021 6:04:00 AM","Whatcom","Sedro-Woolley","State Road","State Patrol","SR 9                ","DORAN RD            ","","69.500","N","N","Clear","Unknown","No Injury Collision","","road sign, fence","Y","Y","1","N","N","N","0","0"
"EC09178","12/28/2021 12:01:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","248.500","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC09174","12/28/2021 8:28:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST.            ","","253.400","N","N","Clear","Daylight","No Injury Collision","","Concrete wall","Y","N","1","N","N","N","0","0"
"EC09169","12/28/2021 9:08:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SAMMISH WAY         ","","252.000","N","N","Overcast","Daylight","No Injury Collision","","WSDOT CABLE BARRIER","Y","N","1","N","N","N","0","0"
"EC09164","12/28/2021 9:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.000","N","N","Clear","Daylight","No Injury Collision","","Concrete/Jersey Barrier","Y","N","2","Y","N","N","0","0"
"EC09183","12/29/2021 6:06:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","FAIRHAVEN PARKWAY   ","","249.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC09185","12/30/2021 1:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW RD        ","","258.000","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC09184","12/30/2021 5:43:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","BAKERVIEW RD        ","","258.000","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Fence","Y","N","1","N","N","N","0","0"
"EC07205","12/31/2021 2:49:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","WISER LAKE RD       ","","8.590","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EC09182","1/1/2022 12:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.400","N","N","Overcast","Unknown","Unknown Injury Collision","","Mailbox","Y","Y","1","N","N","N","0","0"
"EC09182","1/1/2022 12:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.400","N","N","Overcast","Unknown","Unknown Injury Collision","","Mailbox","N","Y","1","N","N","N","0","0"
"EC09186","1/2/2022 6:32:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","HATCHERY ROAD       ","","21.300","N","Y","Overcast","Dark-No Street Lights","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EC19670","1/3/2022 1:22:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.000","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC14420","1/3/2022 4:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","WELLS CREEK ROAD    ","","43.000","N","N","Overcast","Dusk","No Injury Collision","","Tree","Y","N","1","Y","N","N","0","0"
"EC09329","1/4/2022 11:45:00 AM","Whatcom","Sumas","State Road","State Patrol","SR 9                ","E BADGER RD         ","","95.090","N","Y","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC09319","1/4/2022 12:35:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","BEARD ROAD          ","","7.010","N","N","Overcast","Daylight","Fatal Collision","","","N","N","2","Y","N","N","0","0"
"EC09331","1/4/2022 5:24:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","GRANDVIEW RD        ","","266.760","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EC11165","1/4/2022 6:17:00 PM","Whatcom","Everson","State Road","State Patrol","SR 9                ","RUTSATZ             ","","78.000","N","N","Snowing","Dark-No Street Lights","Fatal Collision","","","N","N","1","N","Y","N","1","0"
"EC09794","1/4/2022 6:30:00 PM","Whatcom","Everson","State Road","State Patrol","SR 544              ","EVERSON GOSHEN RD   ","","5.000","N","Y","Snowing","Dark-No Street Lights","Serious Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EC09328","1/5/2022 10:50:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","CUSTER REST AREA    ","","267.640","N","N","Overcast","Daylight","No Injury Collision","","Fence","Y","N","1","Y","N","N","0","0"
"EC14426","1/5/2022 10:54:00 AM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SR-548              ","","266.000","N","N","Clear","Daylight","No Injury Collision","","DITCH","Y","N","1","N","N","N","0","0"
"EC09332","1/5/2022 12:45:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","TRAPLINE RD         ","","6.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC09320","1/6/2022 10:50:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","265.000","N","N","Overcast","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC11164","1/6/2022 8:14:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.000","N","N","Raining","Dark-No Street Lights","No Injury Collision","","Roadway Ditch","Y","N","1","N","N","N","0","0"
"EC10064","1/7/2022 8:21:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SILVER LK RD        ","","26.550","N","N","Sleet or Hail or Freezing Rain","Daylight","Serious Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC14422","1/7/2022 6:52:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","KELLY ROAD          ","","2.490","N","N","Overcast","Dark - Unknown Lighting","No Injury Collision","","water in lane","Y","N","2","N","N","N","0","0"
"EC10062","1/8/2022 4:07:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","GLACIER CRK RD      ","","34.830","N","N","Overcast","Dark-No Street Lights","No Injury Collision","","ditch","Y","N","1","Y","N","N","0","0"
"EC10055","1/9/2022 7:44:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","262.600","N","N","Clear","Dawn","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC10056","1/9/2022 7:44:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","262.100","N","N","Clear","Dawn","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC10109","1/9/2022 7:47:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","262.000","N","N","Clear","Dawn","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC10060","1/9/2022 8:00:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.950","N","N","Clear","Daylight","No Injury Collision","","ditch","Y","N","1","N","N","N","0","0"
"EC10119","1/9/2022 8:20:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","246.670","N","N","Clear","Daylight","Minor Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC10061","1/9/2022 8:53:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","245.960","N","N","Clear","Daylight","No Injury Collision","","ditch","Y","N","1","N","N","N","0","0"
"EC10110","1/9/2022 9:31:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N SAMISH            ","","246.640","N","N","Clear","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC10063","1/9/2022 3:38:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SR 9                ","","14.580","N","Y","Clear","Daylight","No Injury Collision","","sign, roundabout center","Y","N","1","N","N","N","0","0"
"EC11610","1/10/2022 2:42:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","N LK SAMMISH RD     ","","246.500","N","N","Overcast","Daylight","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EC11610","1/10/2022 2:42:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","N LK SAMMISH RD     ","","246.500","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EC14419","1/10/2022 4:18:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTH LAKE SAMISH RD","","246.000","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC19673","1/11/2022 12:01:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.500","N","Y","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC19681","1/12/2022 8:00:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN    ","","270.370","N","N","Raining","Unknown","Minor Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EC19139","1/13/2022 5:19:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.550","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","3","N","N","N","0","0"
"EC14423","1/14/2022 6:58:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","SR 546              ","","12.300","N","N","Overcast","Dark-No Street Lights","No Injury Collision","","Roadway Ditch","Y","N","1","N","N","N","0","0"
"EC19674","1/15/2022 8:10:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","SR 544              ","","7.510","N","Y","Fog or Smog or Smoke","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EC14425","1/15/2022 7:20:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 542              ","SR 9                ","","10.000","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC14424","1/18/2022 5:04:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.500","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC19671","1/18/2022 6:04:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","PORTAL WAY          ","","1.000","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC14429","1/20/2022 7:29:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","262.000","N","N","Overcast","Dawn","Minor Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EC14409","1/20/2022 12:33:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","NULLE RD            ","","242.700","N","N","Clear","Daylight","Minor Injury Collision","","DITCH","Y","N","2","Y","N","N","0","0"
"EC14428","1/20/2022 2:55:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","PEACE PORTAL DR     ","","274.000","N","N","Overcast","Daylight","No Injury Collision","","Guardrails","Y","N","1","N","N","N","0","0"
"EC14427","1/21/2022 3:52:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 542              ","MOSQUITO LAKE RD    ","","16.700","N","N","Other","Unknown","Unknown Injury Collision","","Utility Pole","Y","Y","1","N","N","N","0","0"
"EC40421","1/22/2022 12:25:00 AM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","KICKERVILLE         ","","4.930","N","Y","Overcast","Dark-No Street Lights","No Injury Collision","","Metal Sign Post","Y","N","1","N","N","N","0","0"
"EC17183","1/22/2022 6:42:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO                ","","253.700","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EC17183","1/22/2022 6:42:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO                ","","253.700","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EC19675","1/22/2022 4:54:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SLATER RD           ","","260.200","N","N","Overcast","Daylight","No Injury Collision","","Street Light Pole","Y","N","1","Y","N","N","0","0"
"EC14294","1/22/2022 6:48:00 PM","Whatcom","Blaine","State Road","State Patrol","STATE ROUTE 548     ","ANDERSON ROAD       ","","9.450","N","Y","Overcast","Dark-No Street Lights","No Injury Collision","","Metal Sign Post","Y","N","1","Y","N","N","0","0"
"EC14430","1/23/2022 8:04:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SILVERLAKE ROAD     ","","25.600","N","N","Clear","Daylight","Unknown Injury Collision","","Utility Pole","Y","Y","1","N","N","N","0","0"
"EC20759","1/24/2022 5:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW           ","","258.000","N","N","Overcast","Dark-Street Lights On","No Injury Collision","","DOT Sign","Y","N","1","N","N","N","0","0"
"EC21878","1/25/2022 2:59:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","W BAKERVIEW RD      ","","257.400","N","N","Clear","Dark-Street Lights On","Unknown Injury Collision","","CABLE BARRIER","Y","Y","1","N","N","N","0","0"
"EC17184","1/25/2022 6:30:00 AM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","E CHURCH MT RD      ","","37.100","N","N","Fog or Smog or Smoke","Dawn","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC17186","1/27/2022 7:10:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","252.000","N","N","Fog or Smog or Smoke","Dark-No Street Lights","No Injury Collision","","Deer","Y","N","1","N","N","N","0","0"
"EC17182","1/27/2022 2:48:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR9                 ","SR546               ","","93.610","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC19672","1/29/2022 3:47:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","MALENG RD           ","","71.430","N","N","Clear","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC16465","1/29/2022 6:04:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","264.200","N","N","Overcast","Dark-No Street Lights","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EC17185","1/31/2022 11:12:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","E AXTON ROAD        ","","4.400","N","N","Clear","Dark-Street Lights On","Minor Injury Collision","","Mailbox / Pole","Y","N","1","N","N","N","0","0"
"EC17185","1/31/2022 11:12:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","E AXTON ROAD        ","","4.400","N","N","Clear","Dark-Street Lights On","Minor Injury Collision","","Mailbox / Pole","N","N","1","N","N","N","0","0"
"EC17188","2/1/2022 9:44:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","248.000","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Concrete/Jersey Barrier","Y","N","1","N","N","N","0","0"
"EC17190","2/1/2022 9:52:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","N LAKE SAMISH RD    ","","245.800","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Roadway Ditch","Y","N","1","N","N","N","0","0"
"EC17189","2/1/2022 10:06:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH DR    ","","248.900","N","N","Sleet or Hail or Freezing Rain","Daylight","No Injury Collision","","Concrete/Jersey Barrier","Y","N","2","N","N","N","0","0"
"EC17192","2/1/2022 12:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","255.100","N","Y","Clear","Daylight","No Injury Collision","","","N","N","2","Y","Y","N","0","0"
"EC17192","2/1/2022 12:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","255.100","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EC17191","2/1/2022 11:29:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NULLE ROAD          ","","243.100","N","N","Fog or Smog or Smoke","Dark-No Street Lights","Fatal Collision","","","Y","N","2","N","N","N","0","0"
"EC17187","2/2/2022 5:01:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","253.400","N","N","Raining","Dark-Street Lights On","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EC19678","2/2/2022 5:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DR          ","","253.340","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EC17193","2/2/2022 5:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","251.400","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","","Y","N","4","N","N","N","0","0"
"EC19679","2/3/2022 9:24:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","LINDSAY RD          ","","92.680","N","N","Raining","Dark-No Street Lights","No Injury Collision","","ditch","Y","N","1","N","N","N","0","0"
"EC19677","2/3/2022 10:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","LOGGING RD          ","","17.900","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","Over Embankment","Y","N","1","Y","N","N","0","0"
"EC19680","2/4/2022 6:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","250.630","N","N","Overcast","Dark-No Street Lights","No Injury Collision","","deer","N","N","1","Y","N","N","0","0"
